id,prescriber_last_name,prescriber_first_name,drug_name,drug_cost
1447595095,THOMPSON,ELVA,METOPROLOL TARTRATE,140.77
1194712299,AGGARWAL,KRISHAN,WARFARIN SODIUM,1054.63
1104967272,ZAINO,ROBERT,FELODIPINE ER,1184.91
1194768267,MILLER,JAMES,METFORMIN HCL,1142.47
1891715413,HEBERT,LOUIS,IPRATROPIUM BROMIDE,2105.09
1023205515,LATHAM-SOLOMON,VICKI,PROAIR HFA,1401.39
1346225034,LI,XIAOBIN,CEFUROXIME,940.66
1497779813,FERENZ,SUSAN,ALENDRONATE SODIUM,137.28
1205806387,SAMUELS,STEVEN,ALLOPURINOL,1555.97
1285799197,MANZANARES,DANIEL,DULOXETINE HCL,2938.72
1447336250,FEIGIN,LESLIE,OXYCODONE HCL,4162.69
1073542056,TEZENO-BURRIS,PHYLLIS,LISINOPRIL,472.44
1235230079,MASON,MILES,CLOPIDOGREL,1682.25
1619958667,HYNICK,JAMES,TEMAZEPAM,479.03
1437118189,SEVERSON,KATHIRAE,EXELON,4836.42
1407837883,STEIN,ROBERT,VALACYCLOVIR,601.02
1093748758,BYAS,ROBIA,METHIMAZOLE,300.41
1750497574,BEAN,JERRY,MEMANTINE HCL,899.17
1316079726,DIETRICH,MARCIA,SENSIPAR,7490.38
1821005448,ZAIDI,HASHIM,SPIRIVA,4832.99
1265591861,YEE,ADRIAN,LOSARTAN POTASSIUM,3012.53
1225149891,JAYSON,MAURY,FINASTERIDE,324.4
1285636423,PETERSON,KIRSTEN,OXYBUTYNIN CHLORIDE ER,5330.88
1124087598,HUSAINI,SYED,WARFARIN SODIUM,1926.63
1497057384,WACH,ASHLEY,CLOPIDOGREL,1292.17
1972682532,ESPEJO,NAPOLEON,OXYCODONE-ACETAMINOPHEN,380.37
1609853175,GEARHART,JOHN,BD ULTRA-FINE PEN NEEDLE,2865.75
1477548709,AZCARRAGA,ROBERT,WARFARIN SODIUM,442.76
1285600304,CHAY,CLARA,AMITRIPTYLINE HCL,660.28
1275623225,CASCINO,VINCENT,TRAVATAN Z,7511.11
1275720443,PRESLEY,KEVIN,MEMANTINE HCL,343.32
1740500602,TEAGUE,MICHAEL,PENTOXIFYLLINE,377.12
1467469296,BAYLON,JOSELITO,WARFARIN SODIUM,199.74
1972702603,FABIAN,ALLISON,ATORVASTATIN CALCIUM,2878.95
1558385849,VALLANCE,TAWNA,PRISTIQ ER,4458.12
1245578046,SANTELLANA,SIERRA,PRAVASTATIN SODIUM,887.66
1801902432,KLUCKA,MARK,OMEPRAZOLE,7919.91
1740372267,JANTZI,CURTIS,DILTIAZEM 24HR CD,558.61
1003987918,FAN,MICHAEL,CIPROFLOXACIN HCL,326.11
1265436943,VRUSHAB,BASANTI,AMITRIPTYLINE HCL,373.46
1104884998,WATFORD,DOUGLAS,RANITIDINE HCL,370.24
1235157421,SIDDIQI,TARIQ,ROPINIROLE HCL,522.84
1902871981,STEVENS,CRAIG,ELIQUIS,6182.32
1699828806,LIU,JAY,AMOXICILLIN,73.04
1649206640,CASH,RICHARD,QVAR,3874.32
1588757629,PRUDEN,ANGELA,WARFARIN SODIUM,694.05
1962838540,WHITELEY,PAMELA,FUROSEMIDE,149.41
1770710006,DANG,VU,FENTANYL,2336.66
1699729442,CONIGLIO,LINDA,MELOXICAM,1043.03
1366410938,GREWAL,NEENA,ATENOLOL,294.27
1205893179,LUNA,RAYMOND,BISOPROLOL FUMARATE,295.49
1578524047,MCGRATH,ALBERT,ALLOPURINOL,122.06
1144304205,JOY,SCOTT,TRAZODONE HCL,91.82
1003815622,MOONEY,STEPHEN,KLOR-CON M10,704.23
1033551569,LARSON,TRACY,FUROSEMIDE,231.75
1053347740,FINK,ALBERT,PAROXETINE HCL,441.52
1942461256,CHRISTENSEN,DIANA,ALLOPURINOL,225.07
1811187909,ZAFAR,SYED,PROMACTA,107789.31
1306000484,BUCHUPALLI,DEEPIKA,AMOXICILLIN-CLAVULANATE POTASS,644.2
1154613685,OTTAKA,ANNA,POTASSIUM CHLORIDE,1690.43
1750349718,ARAYA,MONICA,CARVEDILOL,102.16
1467751859,SAENZ,JENNIFER,ISOSORBIDE MONONITRATE ER,48.0
1932471307,SMITH,ANEESAH,TAMSULOSIN HCL,325.24
1942243563,BOUTROS,JASON,INVOKANA,13005.57
1215912118,HIERHOLZER,JOHN,ZOLPIDEM TARTRATE ER,1897.09
1770519795,GLADFELTER,BETH,LEVETIRACETAM,2593.89
1295789055,BRAGG,DONALD,TROSPIUM CHLORIDE,1471.28
1588664841,FOREST,DONALD,NIFEDIPINE ER,198.06
1962678730,O'ROURKE,KATHLEEN,JANUVIA,21117.34
1073502662,STANCAMPIANO,FERNANDO,HYDROCHLOROTHIAZIDE,664.11
1407121114,MANYOKY,YEKATERINA,ATORVASTATIN CALCIUM,142.37
1679554687,WEINSTOCK,ERIC,BUPRENORPHINE HCL,928.21
1821018755,MALEKAN,RAMIN,ESCITALOPRAM OXALATE,60.78
1861416505,BUTTS,GARY,XARELTO,5628.07
1316928526,BEALL,JAMES,IBUPROFEN,75.05
1972718849,EUBANKS,JASON,OXYCODONE-ACETAMINOPHEN,507.86
1053371187,OLSON,DAVID,TRIAMTERENE-HYDROCHLOROTHIAZID,751.53
1750320347,RUNSER,GREGORY,QUETIAPINE FUMARATE,4302.27
1043304926,MACALALAD,J F HERBERT,TOLTERODINE TARTRATE ER,3016.29
1235187378,TURNER,STEVEN,VALSARTAN,507.15
1568528750,CHERAYIL,ANNIE,COMBIVENT RESPIMAT,7382.82
1457305161,FINCH,SUSAN,DICYCLOMINE HCL,168.91
1912162157,ROSS,SARAH,SERTRALINE HCL,2512.94
1053683375,HELPHINSTINE,KRIS,VENTOLIN HFA,713.81
1881654473,KELLEY,ANGELA,AMIODARONE HCL,236.81
1457413585,CEDERBERG,LAURIE,ATENOLOL,316.44
1255405338,NETOLICKY,BRYAN,METHYLPHENIDATE ER,6207.57
1316918253,BRUNSON,JACK,NUCYNTA ER,10394.65
1679513998,RAAD,GEORGE,CEPHALEXIN,234.36
1245461904,DONNER,MICHAEL,DOXAZOSIN MESYLATE,285.87
1942481650,HAGOOD,MARY,CITALOPRAM HBR,37.38
1093789380,KAWAK,ABBOUD,LOSARTAN POTASSIUM,151.13
1811036510,SIM,HANNAH,PROAIR HFA,1329.94
1497712293,CHENEY,LORI,ZETIA,7654.54
1811072978,JEGAPRAGASAN,VANNITHAMBY,FLUOXETINE HCL,287.61
1952396384,FACCIA,GIOVANNI,MORPHINE SULFATE,723.72
1487639910,GETSON,WILLIAM,GEMFIBROZIL,525.5
1306998174,JERNIGAN,LACY,PRAMIPEXOLE DIHYDROCHLORIDE,417.39
1275582744,VISCO,JOHN,METOPROLOL TARTRATE,531.99
1164435095,PHIFER,WILLIAM,ADVAIR DISKUS,25604.71
1538251293,BASCH,PAUL,BUPROPION HCL,254.02
1134225568,HUTCHINS,MICHAEL,OLANZAPINE,380.5
1104253210,OLEA-DEL RIO,DIANE,ESCITALOPRAM OXALATE,600.73
1457446718,WEINSTEIN,PAUL,EXEMESTANE,21639.56
1992854848,DELI,MARY,VALSARTAN,2963.84
1912906132,SEXTER,SCOTT,AMITIZA,3931.48
1841213436,BOCHENEK,JOHN,ATORVASTATIN CALCIUM,3626.38
1225089097,HOROWITZ,DAVID,HYDROCORTISONE,674.76
1740295617,LEAVITT-HALSALL,PAIGE,ZOLPIDEM TARTRATE,948.84
1700870607,CHULSKI,THOMAS,MORPHINE SULFATE ER,492.48
1396957155,KERR,DAVID,ACETAMINOPHEN-CODEINE,337.62
1790946358,MAYS,WHITNEY,LOSARTAN-HYDROCHLOROTHIAZIDE,373.79
1538134549,OSTERKAMP,TERRE,MEDROXYPROGESTERONE ACETATE,184.16
1457317224,PRICE BARNES,SHIRLEY,CEPHALEXIN,123.92
1871556290,BERGER,JAY,MECLIZINE HCL,424.83
1235405309,LANGER,ARIELLE,CARVEDILOL,133.11
1205926052,CHAN,DANIEL,NAPROXEN,151.51
1801054358,VALCARCEL,MARIA,OMEPRAZOLE,133.85
1407074099,MOLINA,JOSE,GLIMEPIRIDE,451.11
1477672178,GIL - SABINA,JORGE,HYDRALAZINE HCL,103.6
1184713372,GASKINS,REUEL,BD ULTRA-FINE PEN NEEDLE,547.5
1093040057,TAYLOR,THOMAS,CEPHALEXIN,304.82
1134125503,HAMSTEAD,STEVEN,PRAMIPEXOLE DIHYDROCHLORIDE,671.69
1487663290,STARLING,JAY,BESIVANCE,10548.49
1013006394,MATOUSEK,DAVID,TIMOLOL MALEATE,89.31
1043288673,CARSON,CRAIG,TOPIRAMATE,664.98
1255319356,SCHOPPE,JOSEPH,METHYLPREDNISOLONE,484.08
1154649721,STEWART,JACQUELINE,WARFARIN SODIUM,332.93
1720077662,JOSE,PAULINE,VALSARTAN,3280.69
1376844357,RICHARDSON,SUE,ESCITALOPRAM OXALATE,115.05
1447252457,KAUFMAN,GARY,NIFEDIPINE ER,1116.33
1376696427,DUISTERMARS,GREGG,ALPHAGAN P,1511.36
1902867666,SHIFLEY,JENNIFER,LEVOTHYROXINE SODIUM,6359.42
1326195694,BLESSEY,THOMAS,HUMALOG MIX 75-25 KWIKPEN,9083.52
1407828825,SMARGIASSI,RANDY,MUPIROCIN,402.6
1922064674,TORAN,MARYBETH,PRAMIPEXOLE DIHYDROCHLORIDE,454.34
1164595427,AXLEY,JOHN,VIMPAT,56672.12
1114009321,GOLDBERG,NEIL,RABEPRAZOLE SODIUM,2179.12
1548213200,WEINSTOCK,BARRY,DOXAZOSIN MESYLATE,894.93
1124040712,WILCOX,DAVID,GABAPENTIN,960.64
1629002332,ZIMMERMANN,PAUL,LOSARTAN POTASSIUM,741.96
1427082429,SHENKER,BENNETT,ZOLPIDEM TARTRATE,55.09
1376844928,SINNOTT,WILLIAM,HYDROMORPHONE HCL,178.04
1326245606,DINICOLA,ANTHONY,LYRICA,82720.67
1457365645,HARTKOP,THOMAS,METFORMIN HCL,281.23
1023189545,SEKARAN,MEENA,TOLTERODINE TARTRATE,1617.44
1194934711,FLORIAN,HUMBERTO,AVODART,2381.86
1700290814,STONE,JOSHUA,DILTIAZEM ER,256.18
1215067913,CALEF,DAVID,FINASTERIDE,678.34
1558310995,BOHINC,RUDY,ZOLPIDEM TARTRATE,1029.06
1891031316,MATTHEW,SUSAN,ALPRAZOLAM,227.63
1306945092,GEDDIS-COMRIE,BRENDA,SIMVASTATIN,1477.43
1386669489,CARLSON,CARL,METOPROLOL SUCCINATE,2237.03
1902004047,KOCHUVELI,BEN,ATORVASTATIN CALCIUM,1267.56
1700885092,MEHTA,ANIL,MIDODRINE HCL,1027.34
1376896811,REASBECK,PHILIP,MUPIROCIN,889.11
1881778215,MCCULLOCH,ALLEN,TRIAMCINOLONE ACETONIDE,181.05
1457315848,BOGGESS,JUDITH,METOPROLOL SUCCINATE,214.35
1770568461,EL-AMIR,MEDHAT,ALPRAZOLAM,791.71
1114005790,BHAGAT,VIPUL,TERAZOSIN HCL,1206.44
1588634679,MCLEAN,BARRY,VENLAFAXINE HCL ER,908.23
1518252105,PETTY,BENJAMIN,HYDROCHLOROTHIAZIDE,59.63
1023227741,BIEVER,MATTHEW,PAROXETINE HCL,684.68
1407160088,DE LEON,HILDA,ENALAPRIL MALEATE,1594.98
1336146000,MCCLENDON,MICHELE,CALCITRIOL,1058.17
1245298074,GORDON,DUDLEY,DULOXETINE HCL,2170.6
1881865103,DOUGLAS,GILBERT,DIPHENOXYLATE-ATROPINE,781.19
1598855231,IMMANUEL,GAMALIEL,COLYTE WITH FLAVOR PACKS,799.13
1962574442,SEN,SOUVIK,DONEPEZIL HCL,1029.78
1073523916,REDDY,MANTHANI,NORVIR,21850.26
1205819570,MCGOURAN,FRANCIS,LANTUS,30115.02
1386707883,DO,MANDY,LORAZEPAM,111.27
1649288358,ARMSTRONG,FAYE,TRIAMCINOLONE ACETONIDE,235.89
1619951670,STEINMACHER,BARBARA,PANTOPRAZOLE SODIUM,428.95
1710997390,MICHAEL,MARK,FLUTICASONE PROPIONATE,1858.84
1912934555,LI,CHUN-LUN,NASONEX,38709.07
1487600086,FRIESE,ATHENA,AMOXICILLIN,78.67
1508009283,SHEELY,RICHARD,HYDROCODONE-ACETAMINOPHEN,377.41
1508843699,AKHANJEE,NARGIS,DIVALPROEX SODIUM,327.35
1235254368,BOSSI,STEPHANIE,TORSEMIDE,292.19
1831292614,SHUSTERMAN,LARRY,METOPROLOL SUCCINATE,444.47
1932124773,TAGGART,LORI,LEVOTHYROXINE SODIUM,1077.2
1558450684,PERZ,DAVID,RANITIDINE HCL,3246.96
1548398670,LEWIS,NATALIE,ATORVASTATIN CALCIUM,1299.64
1396817532,NIAZ,SAIRA,NASONEX,6423.01
1093759862,LEDFORD,WILLIAM,HYDROXYZINE HCL,136.74
1508886672,SANCHEZ,ELIAS,METHOTREXATE,866.0
1669760682,MCKELVEY,SUSAN,SPIRIVA,8248.49
1013914308,MANCINI,JEAN,CLOPIDOGREL,336.29
1851358162,LEOPOLD,JANE,AMIODARONE HCL,101.97
1336219351,MARTINEZ-ORRACA,JUAN,PRAVASTATIN SODIUM,556.23
1497743017,PITTERMAN,ARTHUR,LANTUS SOLOSTAR,3904.03
1588908347,WALLICK,HEATHER,QUETIAPINE FUMARATE,165.32
1578545570,OTTEMAN,SHAWN,CANDESARTAN CILEXETIL,1006.27
1215932793,CAJATOR,PEDRO,NIACIN ER,5703.41
1881785749,FULGHAM,SCOTT,GLIPIZIDE,262.78
1558366039,EAGERTON,ROBERT,BISOPROLOL-HYDROCHLOROTHIAZIDE,289.62
1174590541,CHO,JONATHAN,FUROSEMIDE,111.61
1871544262,EHRIG,MICHAEL,AMIODARONE HCL,847.74
1750453502,PARKER,MELANIE,CIPROFLOXACIN HCL,240.85
1255669826,BHIMSEN,AVINASH,FUROSEMIDE,81.56
1740568708,TRACY,CHRISTINE,PREDNISONE,136.33
1073548541,ALSABTI,REEM,MORPHINE SULFATE,138.75
1104866151,WEBER,MICHAEL,ISOSORBIDE MONONITRATE ER,54.62
1487673299,NELSON,BYRON,TRIMETHOPRIM,737.9
1851334262,RIVERA,DAVID,METOCLOPRAMIDE HCL,362.8
1285694182,MEADOR,MICHAEL,SUSTIVA,12667.17
1306952403,TORRES,JOSE,LABETALOL HCL,1396.01
1124085295,MOLINA,ISABEL,AMLODIPINE BESYLATE-BENAZEPRIL,534.55
1184782096,DOPP,PATRICK,NAMENDA XR,6593.06
1396827994,SMITH,LISA,OXYCODONE HCL,492.16
1285604934,KHUSAYEM,MAZEN,CARVEDILOL,1092.07
1316975527,LONGMIRE,DAVID,CARBAMAZEPINE,10023.35
1174585897,TAYLOR,FLYNN,CELECOXIB,5085.79
1386681062,ROSSBACH,JANICE,GLIPIZIDE,960.14
1134178270,TUCKER,DOROTHY,PHENOBARBITAL,117.84
1063553436,CRITTENDEN,SUSAN,GLIMEPIRIDE,1202.69
1295721140,ORTEGA,OLGA,VALSARTAN,217.29
1245553593,ROY,JENA,BENAZEPRIL HCL,132.59
1144203902,GARCIA,ERIK,INSULIN SYRINGE,775.25
1851493985,BARRERA,RICARDO,PANTOPRAZOLE SODIUM,141.17
1013963677,SHUMPERT,EVELYNNE,RANITIDINE HCL,179.73
1689825895,PIKE,JEFFREY,FUROSEMIDE,135.13
1083614770,THOTA,NAGA,BACLOFEN,1695.98
1003898271,KOLIA,BASIRMOHMAD,CLOPIDOGREL,813.63
1902059652,PONDUCHI,MIRELA,PREDNISONE,256.12
1730261785,GILMAN,BRYCE,AZITHROMYCIN,95.44
1245371483,KOWAR,LISA,LATANOPROST,165.85
1427386770,ALDRIDGE,REBEKAH,GABAPENTIN,396.05
1609063239,MARTINEZ,LAQUITA,OXYBUTYNIN CHLORIDE ER,318.15
1922000801,LELEUX,JON,AMLODIPINE BESYLATE,10116.74
1396168787,JACOBSON,CHAIM,DULOXETINE HCL,5620.79
1033201587,NICHOLS,GARY,BUPROPION XL,1607.07
1770565459,COLEMAN,ANDREW,CITALOPRAM HBR,1119.16
1639263106,CRUMBLEY,AUDREY,ONDANSETRON ODT,210.11
1720201502,HOOS THOMPSON,SHANNON,AMITRIPTYLINE HCL,398.51
1831163013,STANKO,JAMES,INSULIN SYRINGE,843.76
1346353596,MCNEESE,KATHERINE,LEVETIRACETAM,1530.37
1215280359,K.C.,RADHA,MONTELUKAST SODIUM,505.77
1588673024,NGUYEN,BAO,OMEPRAZOLE,2595.0
1184793556,THORNTON,JOSEPH,AZITHROMYCIN,97.47
1114941937,KAZILIONIS,JOHN,LIDODERM,5834.0
1295753127,ROBLES,LUIS,PIOGLITAZONE HCL,2393.45
1326115304,LAURRI,FRANK,AZITHROMYCIN,117.25
1326238338,TURNER,STEPHEN,ALPRAZOLAM,125.74
1982643987,TUSZYNSKI,ANNETTE,METHADONE HCL,693.74
1104244532,FLEMING,JUDE,AMLODIPINE BESYLATE,99.55
1336140466,ORTLIP,STEPHEN,SULFAMETHOXAZOLE-TRIMETHOPRIM,86.33
1588633028,GRAY,J,CRESTOR,4937.05
1134127087,OLSON,THOMAS,FLUOXETINE HCL,1263.73
1306877154,DELGADO,HECTOR,HYDROCHLOROTHIAZIDE,2655.95
1013904184,RAWDON,MICHAEL,NIACIN ER,4201.18
1417969965,GERO,MICHELE,SIMVASTATIN,1319.84
1457367427,THOMAS,HEATHER,ZETIA,5189.3
1821066358,LANGSTON,BERNARD,ESTRADIOL,683.7
1962492082,MCGEE,AMANDA,CLOBETASOL PROPIONATE,11491.48
1770694663,SALAZAR,CAROL,JANUVIA,3745.1
1962439802,RODRIGUEZ,FRANCISCO,CARVEDILOL,272.02
1740475482,VIOLAGO,MARTIN ALEJANDRO,TRAMADOL HCL,281.56
1003800095,SAARASWAT,VIJAY,JANUMET,7778.86
1073660684,BIGELOW,GAYLEN,AZITHROMYCIN,603.71
1497775936,ALEKSANDROVA,YULIA,LISINOPRIL-HYDROCHLOROTHIAZIDE,269.94
1104830710,AKIN,GORDON,CLONIDINE HCL,100.1
1801836572,SVENDSEN,CLAES,PHENYTOIN SODIUM EXTENDED,1072.25
1114938586,ROGERS,ANTHONY,OXYCODONE-ACETAMINOPHEN,89916.71
1558309104,KOENIG,HELEN,LEVETIRACETAM,355.34
1841241007,BOWMAN,CORINE,AZOR,3590.75
1326014580,TANITSKY,MICHAEL,MEMANTINE HCL,3482.2
1942267596,DUDELCZYK,MICHAEL,LORAZEPAM,259.11
1497797310,GILLESPIE,WILLIAM,NAMENDA,15910.52
1750350666,MACHINENI,SRIRAM,METFORMIN HCL,443.72
1053328955,HAMID,SYED,MELOXICAM,621.18
1538445556,IBRAHIM,SADOU,LEVETIRACETAM,640.86
1184684268,ROGERS,MICHAEL,CLONAZEPAM,99.51
1780624205,HALBUR,GREGORY,DEXAMETHASONE,165.2
1558393231,MAXWELL,MICHAEL,BENICAR HCT,4921.88
1477712792,FORRESTER,LISA,AZITHROMYCIN,263.7
1164473641,DAVENPORT-REED,LAURA,OLANZAPINE,3836.12
1992897797,COCHRANE,PAUL,COLCHICINE,4543.86
1780607721,IGNACIO,MARIA,PRAMIPEXOLE DIHYDROCHLORIDE,861.24
1053420182,KEE,DENNIS,CEFPROZIL,422.8
1801856489,LAMOTTE,LANCE,LISINOPRIL,2152.26
1114203866,SCIBILIA,MARISA,OXYCODONE HCL,173.6
1124043849,SANTIAGO,DANIEL,SPIRIVA,11608.9
1861466872,GOODHOPE,MICHAEL,VENLAFAXINE HCL ER,1181.9
1124018411,AFTAB,NIGAR,ACETAMINOPHEN-CODEINE,65.53
1740455914,LIU,CHRISTINE,ISOSORBIDE MONONITRATE ER,2510.93
1851354187,CARLINO,ANTONIO,RANITIDINE HCL,1274.2
1083838684,HASAN,HUSNI,PANTOPRAZOLE SODIUM,679.74
1013187293,BRIONES -MULL,WILMA,FLUOXETINE HCL,149.99
1407074701,BYERS,DEREK,PREDNISONE,2354.61
1740624683,BASRA,SATRAJ,LEVOTHYROXINE SODIUM,256.75
1184627333,DAVE,RAJESH,PREDNISONE,48.01
1427075894,CHOUNZOM,TENZING,LANSOPRAZOLE,920.83
1972540219,GRAZIANI,DAWN,ISOSORBIDE MONONITRATE ER,419.13
1538189360,TANTA,FERAS,METFORMIN HCL,1585.02
1336106038,VAN METER,RICHARD,LIVALO,7746.26
1730159047,KREBS,KEVIN,HYDROXYZINE PAMOATE,564.87
1295894954,VELARDE,EDWARD,PREDNISONE,869.74
1265423834,FOX,DAVID,THIOTHIXENE,1146.17
1174730154,HEATH,ANN,OXYBUTYNIN CHLORIDE,327.82
1245421213,GUPTA,RAHUL,DILTIAZEM HCL,602.41
1740593425,SACHEL,BETHANY,DIAZEPAM,59.49
1679867014,HENDRICKS,AMANDA,POTASSIUM CHLORIDE,250.39
1851501670,COOLEY,MELISSA,LYRICA,21921.43
1689675753,ALLMAN,VALARIE,MORPHINE SULFATE ER,5679.8
1205119807,GILMARTIN,ANDREW,CITALOPRAM HBR,201.27
1598920357,TALATI,RAVIN,BACLOFEN,980.64
1952651754,DUNCAN,JACOB,METFORMIN HCL,176.24
1417920315,BOHAN,MICHAEL,CEPHALEXIN,73.59
1124214382,ROSTAD-RUFFNER,RAGNA,DULOXETINE HCL,2850.46
1205885670,PATTERSON,TENA,AMLODIPINE BESYLATE,405.98
1447213335,CORONEL-COUTO,GLORIA,DONEPEZIL HCL,395.73
1396753364,JETT,WILLIAM,HYDROCODONE-ACETAMINOPHEN,106.94
1922059344,SCHISKIE,MELISSA,MONTELUKAST SODIUM,421.23
1356604144,BENSON,BROOKE,GABAPENTIN,813.55
1831285097,PIROZZI,PATRICK,HYDROCODONE-IBUPROFEN,150.12
1437167202,MCLAIN,CHRISTOPHER,DOXAZOSIN MESYLATE,641.7
1881749984,MUNCK,PAUL,DIGOXIN,2224.54
1124089800,RASOR,JOHN,BUPRENORPHINE-NALOXONE,14890.25
1154419117,BRAZIL,LISA,OXYCODONE-ACETAMINOPHEN,792.53
1689727257,MAYOR,JESUS,SULFAMETHOXAZOLE-TRIMETHOPRIM,199.8
1801869359,BOWMAN,ANGELA,ESTRADIOL,145.31
1164641932,HOLDEMAN,TROY,IPRATROPIUM-ALBUTEROL,363.6
1689962136,SLIM,ACHRAF,OMEPRAZOLE,188.92
1083821565,ATIEH,OSAMA,ATORVASTATIN CALCIUM,1718.51
1558334219,LOCK,RICHARD,ALENDRONATE SODIUM,2515.38
1144538133,PETERSON,LISA,HYDROCODONE-ACETAMINOPHEN,293.53
1114923778,MURTY,RAMANA,VALSARTAN-HYDROCHLOROTHIAZIDE,2684.66
1275536088,LOPEZ DE VICTORIA,ARMANDO,OMEPRAZOLE,781.52
1649262221,HARRIS,FRIEDRICHS,METOPROLOL SUCCINATE,1513.62
1447283734,MINAGAR,ALIREZA,PLEGRIDY PEN,83508.8
1669449617,DAR,KHAVAR,ZOLPIDEM TARTRATE,902.06
1447387428,CRAIGIE,DAVID,OXYCODONE HCL,886.95
1508869835,BERMAN,LARRY,LIOTHYRONINE SODIUM,404.75
1275561714,ALEXANDER,MARC,JANTOVEN,152.19
1457333957,ZIMMERMAN,THOMAS,PROPRANOLOL HCL,917.74
1225021025,HART,RICHARD,PRIMIDONE,253.68
1902062391,WILLIAMS,KENNETH,HUMULIN R,3127.1
1629019708,BONILLA,LUIS,PROMETHAZINE HCL,142.52
1548231236,ZELLNER,STEPHEN,HIZENTRA,15249.63
1457337040,HERNANDEZ,ELIAS,ATORVASTATIN CALCIUM,941.13
1932204187,CROSS,MARY,SULFASALAZINE,302.85
1104007657,MARIENFELD,CARLA,DISULFIRAM,2101.98
1386779361,GULICK-UNGERER,RITA,TRIHEXYPHENIDYL HCL,351.72
1083679864,OSEI-BONSU,GEORGE,DOXYCYCLINE MONOHYDRATE,240.48
1336193358,RAO,RAJ,OMEPRAZOLE,406.77
1568886125,NOBLES,MISTY,CLOPIDOGREL,81.13
1841206703,NGUYEN,THUAN,BACLOFEN,319.75
1942548334,COLLINS,LANDON,TRAZODONE HCL,170.03
1578774956,OLMOS DE KOO,LISA,LATANOPROST,109.61
1164450573,FRANK,ALEXANDER,ALLOPURINOL,4959.71
1235150988,ASCHERMAN,HAROLD,ULTICARE,268.44
1699764621,KING,LISA,PROAIR HFA,3558.43
1417111667,BALZORA,SABINE,INSULIN SYRINGE,222.24
1447368055,SETTECASE,MICHAEL,TIMOLOL MALEATE,914.23
1790879724,POWER,KENNETH,LANTUS,15129.48
1568456713,INADA,VICTOR,NEXIUM,7163.01
1972739597,CAHILL,MEGAN,PROMETHAZINE HCL,746.97
1306082128,THOMAS,BLAIR,DEXAMETHASONE,486.04
1265487581,MOATTARI,ALI,VALSARTAN-HYDROCHLOROTHIAZIDE,441.02
1669495552,RINEY,JEFFREY,BACLOFEN,1204.67
1669448692,MERTEN,SUZAN,POMALYST,189216.83
1174632475,CHANG,MARK,METFORMIN HCL,93.08
1720346232,PARRISH,CASSIE,NAPROXEN,145.75
1871573782,KEDZIORA,HALINA,DIPHENOXYLATE-ATROPINE,361.69
1700882560,STOUT,JONATHAN,ALPRAZOLAM,199.83
1316922065,SIKKINK,JEFFREY,SYMBICORT,6532.9
1922324045,MUNDRATI,POOJA,ETODOLAC,2507.82
1932191525,DRUMMER,ERIC,DIGOX,899.26
1679505473,CEDENO-TERRADES,RAFAEL,DIGOX,461.85
1518906080,NOAH,CHRISTOPHER,CRESTOR,9076.9
1811990716,FLOURNOY,AIMEE,ACETAMINOPHEN-CODEINE,2197.79
1548243587,BRIGHT,MARK,QVAR,2763.27
1437248457,SETTLE,EDMUND,AMITRIPTYLINE HCL,519.68
1699989855,NATARAJAN,SHEILA,OXYCODONE-ACETAMINOPHEN,1236.12
1285893628,WEBER,JENNIFER,NOVOLOG FLEXPEN,49297.62
1760670913,MUNGEE,MEGHA,CLONIDINE HCL,191.44
1326047572,"SAPORITO,JR",ROBERT,DIGOX,4718.66
1760495048,BRUCKNER,HOWARD,ERBITUX,88076.52
1346496999,CHU,HA,ATENOLOL,191.56
1386687333,MAIN,MICHAEL,BRIMONIDINE TARTRATE,2567.55
1780651448,MAHAN,JANET,AMOXICILLIN-CLAVULANATE POTASS,179.25
1336182237,LEO,GARY,LYRICA,11591.91
1104023498,HALL,CHRISTOPHER,METFORMIN HCL,177.51
1871586420,REILLY,EILEEN,HYDROCORTISONE,634.93
1912063777,BRITO,HILDA,TRADJENTA,3683.57
1700865540,KING,JEFFRY,FLUCONAZOLE,1620.84
1124036884,WHITCOMB,DONALD,PROPRANOLOL HCL,190.11
1164424974,MILSTEIN,SIMON,SOTALOL AF,990.86
1699782151,RIEDERMAN,MARK,FLUTICASONE PROPIONATE,687.96
1386721777,BASS,RAMONA,GLIMEPIRIDE,310.55
1871563403,PEARLSTEIN,JONATHAN,ROPINIROLE HCL,4267.78
1871557454,SHNEKER,AYHAM,MEMANTINE HCL,11762.85
1942209176,MEHTA,SUCHARITA,AMLODIPINE BESYLATE,1279.76
1295839397,BURLESON,STANLEY,NOVOLOG MIX 70-30,5445.13
1649286386,VANDER LEEST,STEVEN,PRAVASTATIN SODIUM,1449.12
1467454009,BELLOVICH,KEITH,METOCLOPRAMIDE HCL,159.18
1760477061,LESSIG,BENJAMIN,BYSTOLIC,7320.64
1174519250,CHUDASAMA,LALJI,VYTORIN,20737.16
1417989591,GARCIA-MARISCAL,GLORIA,ATORVASTATIN CALCIUM,551.56
1295840692,LAWLOR,ROBERT,CLOTRIMAZOLE-BETAMETHASONE,307.57
1164524427,CHAN,PACHIE,CEFDINIR,1534.58
1487720439,ZATARAIN-RIOS,ERNESTO,MELOXICAM,79.36
1659331049,OVERSTREET,DAVID,NYSTATIN,1028.27
1689801144,GROVES,MICHELLE,LISINOPRIL,1263.83
